additional_data,answer,correct_options,description,gold,index,metadata,options,question,question_type,subject,type
{},$\frac{5\sqrt{3}}{2}$,[1],,,,{},"[""$\\sqrt{\\frac{15}{2}}$"", ""$\\frac{5\\sqrt{3}}{2}$"", ""$2\\sqrt{2}$"", ""$\\sqrt{\\frac{14}{3}}$""]","Let $y = y(x)$ be the solution of the differential equation $\left(xy - 5x^2 \sqrt{1 + x^2}\right) dx + \left(1 + x^2\right) dy = 0$, $y(0) = 0$. Then $y(\sqrt{3})$ is equal to",1.0,Mathematics,
{},$-\frac{1}{2\sqrt{5}}$,[3],,,,{},"[""0"", ""$\\frac{1}{\\sqrt{15}}$"", ""$\\frac{1}{2\\sqrt{5}}$"", ""$-\\frac{1}{2\\sqrt{5}}$""]",$\lim_{x \rightarrow 0} \csc x \left(\sqrt{2 \cos^2 x + 3 \cos x} - \sqrt{\cos^2 x + \sin x + 4}\right)$ is:,1.0,Mathematics,
{},$\frac{567}{121}$,[3],,,,{},"[""$\\frac{730}{119}$"", ""$\\frac{825}{111}$"", ""$\\frac{821}{123}$"", ""$\\frac{567}{121}$""]","Consider the region $R = \left\{(x, y): x \leq y \leq 9 - \frac{11}{3} x^2, x \geq 0\right\}$. The area, of the largest rectangle of sides parallel to the coordinate axes and inscribed in $R$, is:",1.0,Mathematics,
{},$\sqrt{\frac{11}{6}}$,[0],,,,{},"[""$\\sqrt{\\frac{11}{6}}$"", ""$\\frac{1}{3\\sqrt{2}}$"", ""16"", ""18""]","Let $\vec{a} = \hat{i} + 2\hat{j} + 3\hat{k}$, $\vec{b} = 3\hat{i} + \hat{j} - \hat{k}$ and $\vec{c}$ be three vectors such that $\vec{c}$ is coplanar with $\vec{a}$ and $\vec{b}$. If the vector $\vec{c}$ is perpendicular to $\vec{b}$ and $\vec{a} \cdot \vec{c} = 5$, then $|\vec{c}|$ is equal to",1.0,Mathematics,
{},5120,[],,,,{},[],"Let $S = \{p_1, p_2, \ldots, p_{10}\}$ be the set of first ten prime numbers. Let $A = S \cup P$, where $P$ is the set of all possible products of distinct elements of $S$. Then the number of all ordered pairs $(x, y)$, $x \in S$, $y \in A$, such that $x$ divides $y$, is",0.0,Mathematics,
{},14,[],,,,{},[],"If for some $\alpha, \beta$; $\alpha \leq \beta$, $\alpha + \beta = 8$ and $\sec^2(\tan^{-1} \alpha) + \csc^2(\cot^{-1} \beta) = 36$, then $\alpha^2 + \beta$ is",0.0,Mathematics,
{},44,[],,,,{},[],"Let $A$ be a $3 \times 3$ matrix such that $X^T A X = 0$ for all nonzero $3 \times 1$ matrices $X = \begin{bmatrix} x \\ y \\ z \end{bmatrix}$. If $A \begin{bmatrix} 1 \\ 1 \\ 1 \end{bmatrix} = \begin{bmatrix} 1 \\ 4 \\ -5 \end{bmatrix}$, $A \begin{bmatrix} 1 \\ 2 \\ 1 \end{bmatrix} = \begin{bmatrix} 0 \\ 4 \\ -8 \end{bmatrix}$, and $\det(\text{adj}(2(A + I))) = 2^\alpha 3^\beta 5^\gamma$, $\alpha, \beta, \gamma \in \mathbb{N}$, then $\alpha^2 + \beta^2 + \gamma^2$ is",0.0,Mathematics,
{},19,[],,,,{},[],"Let $f$ be a differentiable function such that $2(x + 2)^2 f(x) - 3(x + 2)^2 = 10 \int_0^x (t + 2) f(t) dt$, $x \geq 0$. Then $f(2)$ is equal to",0.0,Mathematics,
{},125,[],,,,{},[],"The number of 3-digit numbers, that are divisible by 2 and 3, but not divisible by 4 and 9, is",0.0,Mathematics,
{},65,[2],,,,{},"[""127"", ""258"", ""65"", ""2049""]","Let $A=\left[\begin{array}{cc}\frac{1}{\sqrt{2}} & -2 \\ 0 & 1\end{array}\right]$ and $P=\left[\begin{array}{cc}\cos \theta & -\sin \theta \\ \sin \theta & \cos \theta\end{array}\right], \theta>0$. If $B=PAP^{T}$, $C=P^{T} B^{10} P$ and the sum of the diagonal elements of $C$ is $\frac{m}{n}$, where $\operatorname{gcd}(m,n)=1$, then $m+n$ is:",1.0,Mathematics,
{},26,[0],,,,{},"[""26"", ""18"", ""2"", ""16""]","If the components of $\vec{a}=\alpha \hat{i}+\beta \hat{j}+\gamma \hat{k}$ along and perpendicular to $\vec{b}=\hat{i}+\hat{j}-\hat{k}$ respectively, are $\frac{16}{11}(3 \hat{i}+\hat{j}-\hat{k})$ and $\frac{1}{11}(-4 \hat{i}-5 \hat{j}-17 \hat{k})$, then $\alpha^2+\beta^2+\gamma^2$ is equal to:",1.0,Mathematics,
{},1,[2],,,,{},"[""2"", ""$\\frac{9}{2}$"", ""1"", ""0""]","Let $A$, $B$, $C$ be three points in $xy$-plane, whose position vectors are given by $\sqrt{3} \hat{i}+\hat{j}$, $\hat{i}+\sqrt{3} \hat{j}$ and $a \hat{i}+(1-a) \hat{j}$ respectively with respect to the origin $O$. If the distance of the point $C$ from the line bisecting the angle between the vectors $\vec{OA}$ and $\vec{OB}$ is $\frac{\theta}{\sqrt{2}}$, then the sum of all the possible values of $a$ is:",1.0,Mathematics,
{},283,[0],,,,{},"[""283"", ""287"", ""295"", ""299""]","Let the coefficients of three consecutive terms $T_r$, $T_{r+1}$ and $T_{r+2}$ in the binomial expansion of $(a+b)^{12}$ be in a G.P. and let $p$ be the number of all possible values of $r$. Let $q$ be the sum of all rational terms in the binomial expansion of $(\sqrt[4]{3}+\sqrt[4]{4})^{12}$. Then $p+q$ is equal to:",1.0,Mathematics,
{},"$(-\infty, \infty)$",[2],,,,{},"[""$(-\\infty, -1] \\cup [0, \\infty)$"", ""$(-\\infty, -1] \\cup [1, \\infty)$"", ""$(-\\infty, \\infty)$"", ""$(-\\infty, \\infty) - \\{0\\}$""]",Let $[x]$ denote the greatest integer less than or equal to $x$. Then the domain of $f(x)=\sec^{-1}(2[x]+1)$ is:,1.0,Mathematics,
{},$\frac{1}{2}$,[0],,,,{},"[""$\\frac{1}{2}$"", ""$\\frac{1}{4}$"", ""$\\frac{2}{3}$"", ""$\\frac{1}{3}$""]","Let $S$ be the set of all the words that can be formed by arranging all the letters of the word GARDEN. From the set $S$, one word is selected at random. The probability that the selected word will NOT have vowels in alphabetical order is:",1.0,Mathematics,
{},8,[3],,,,{},"[""10"", ""4"", ""2"", ""8""]","If $\sum_{r=1}^{13} \left\{\frac{1}{\sin \left(\frac{1}{4}+(r-1) \frac{2}{3}\right) \sin \left(\frac{7}{4}+\frac{2}{7}\right)}\right\}=a \sqrt{3}+b$, $a, b \in \mathbb{Z}$, then $a^2+b^2$ is equal to:",1.0,Mathematics,
{},310,[3],,,,{},"[""270"", ""340"", ""320"", ""310""]","Let $f$ be a real valued continuous function defined on the positive real axis such that $g(x)=\int_{0}^{x} t f(t) \, dt$. If $g(x^3)=x^6+x^7$, then value of $\sum_{r=1}^{15} f(r^3)$ is:",1.0,Mathematics,
{},30,[1],,,,{},"[""29"", ""30"", ""31"", ""36""]","Let $f:[0,3] \rightarrow A$ be defined by $f(x)=2x^3-15x^2+36x+7$ and $g:[0, \infty) \rightarrow B$ be defined by $g(x)=\frac{x^{200}}{x^{2005}+1}$. If both the functions are onto and $S=\{x \in \mathbb{Z} : x \in A \text{ or } x \in B\}$, then $n(S)$ is equal to:",1.0,Mathematics,
{},$\frac{4}{15}$,[0],,,,{},"[""$\\frac{4}{15}$"", ""$\\frac{1}{3}$"", ""$\\frac{2}{5}$"", ""$\\frac{4}{3}$""]","Bag $B_1$ contains 6 white and 4 blue balls, Bag $B_2$ contains 4 white and 6 blue balls, and Bag $B_3$ contains 5 white and 5 blue balls. One of the bags is selected at random and a ball is drawn from it. If the ball is white, then the probability that the ball is drawn from Bag $B_2$ is:",1.0,Mathematics,
{},11,[0],,,,{},"["""", ""13"", ""15"", ""9""]","Let $f: \mathbb{R} \rightarrow \mathbb{R}$ be a twice differentiable function such that $f(2)=1$. If $F(x)=x f(x)$ for all $x \in \mathbb{R}$, $\int_{0}^{2} x F'(x) \, dx = 6$ and $\int_{0}^{2} x^2 F''(x) \, dx = 40$, then $F'(2) + \int_{0}^{2} F(x) \, dx$ is equal to:",1.0,Mathematics,
{},675,[1],,,,{},"[""540"", ""675"", ""1350"", ""135""]","For positive integers $n$, if $4a_n = (n^2 + 5n + 6)$ and $S_n = \sum_{k=1}^{n} \left(\frac{1}{a_k}\right)$, then the value of $507 S_{2025}$ is:",1.0,Mathematics,
{},6,[1],,,,{},"[""7"", ""6"", ""1"", ""9""]","Let $f: \mathbb{R} - \{0\} \rightarrow (-\infty, 1)$ be a polynomial of degree 2, satisfying $f(x) f\left(\frac{1}{x}\right) = f(x) + f\left(\frac{1}{x}\right)$. If $f(K) = -2K$, then the sum of squares of all possible values of $K$ is:",1.0,Mathematics,
{},$6x - 9y = 20$,[2],,,,{},"[""$x + 9y = 36$"", ""$4x - 9y = 12$"", ""$6x - 9y = 20$"", ""$9x - 9y = 32$""]","If $A$ and $B$ are the points of intersection of the circle $x^2 + y^2 - 8x = 0$ and the hyperbola $\frac{x^2}{9} - \frac{y^2}{4} = 1$ and a point $P$ moves on the line $2x - 3y + 4 = 0$, then the centroid of $\triangle PAB$ lies on the line:",1.0,Mathematics,
{},$4(\log_e 2 - 2)$,[0],,,,{},"[""$4(\\log_e 2 - 2)$"", ""$2 - \\log_e 2$"", ""$\\log_e 2 + 2$"", ""$4(\\log_e 2 + 2)$""]","If $f(x) = \int \frac{1}{x^{1/4} (1 + x^{1/4})} \, dx$, $f(0) = -6$, then $f(1)$ is equal to:",1.0,Mathematics,
{},$\frac{\pi}{2} - \frac{1}{3}$,[1],,,,{},"[""$2\\left(\\frac{\\pi}{2} - \\frac{1}{3}\\right)$"", ""$\\frac{\\pi}{2} - \\frac{1}{3}$"", ""$\\frac{\\pi}{4} - \\frac{1}{3}$"", ""$\\frac{1}{2}\\left(\\frac{\\pi}{2} - \\frac{1}{3}\\right)$""]",The area of the region bounded by the curves $x(1 + y^2) = 1$ and $y^2 = 2x$ is:,1.0,Mathematics,
{},66,[3],,,,{},"[""54"", ""44"", ""41"", ""66""]","The square of the distance of the point $\left(\frac{10}{7}, \frac{22}{7}, 7\right)$ from the line $\frac{x+1}{3} = \frac{y+3}{5} = \frac{z+5}{7}$ in the direction of the vector $\hat{i} + 4\hat{j} + 7\hat{k}$ is:",1.0,Mathematics,
{},22,[1],,,,{},"[""20"", """", ""18"", ""26""]","If the midpoint of a chord of the ellipse $\frac{x^2}{9} + \frac{y^2}{4} = 1$ is $\left(\sqrt{2}, \frac{4}{3}\right)$, and the length of the chord is $\frac{2\sqrt{6}}{3}$, then $\alpha$ is:",1.0,Mathematics,
{},2,[3],,,,{},"[""-2"", ""6"", ""-6"", ""2""]","If $\alpha + i\beta$ and $\gamma + i\delta$ are the roots of $x^2 - (3 - 2i)x - (2i - 2) = 0$, $i = \sqrt{-1}$, then $\alpha\gamma + \beta\delta$ is equal to:",1.0,Mathematics,
{},6,[2],,,,{},"[""$-2\\sqrt{10}$"", ""1"", ""6"", ""-6""]","Two equal sides of an isosceles triangle are along $-x + 2y = 4$ and $x + y = 4$. If $m$ is the slope of its third side, then the sum of all possible distinct values of $m$ is:",1.0,Mathematics,
{},14,[],,,,{},[],"Let $A$ and $B$ be the two points of intersection of the line $y + 5 = 0$ and the mirror image of the parabola $y^2 = 4x$ with respect to the line $x + y + 4 = 0$. If $d$ denotes the distance between $A$ and $B$, and $a$ denotes the area of $\triangle SAB$, where $S$ is the focus of the parabola $y^2 = 4x$, then the value of $(a + d)$ is:",0.0,Mathematics,
{},64,[],,,,{},[],"The number of natural numbers between 212 and 999, such that the sum of their digits is 15, is:",0.0,Mathematics,
{},4,[],,,,{},[],"If $y = y(x)$ is the solution of the differential equation $\sqrt{4 - x^2} \frac{dy}{dx} = \left(\left(\sin^{-1}\left(\frac{x}{2}\right)\right)^2 - y\right) \sin^{-1}\left(\frac{x}{2}\right)$, $-2 \leq x \leq 2$, $y(2) = \frac{\pi^2 - 8}{4}$, then $y^2(0)$ is equal to:",0.0,Mathematics,
{},20,[],,,,{},[],"The interior angles of a polygon with $n$ sides are in an A.P. with common difference $6^\circ$. If the largest interior angle of the polygon is $219^\circ$, then $n$ is equal to:",0.0,Mathematics,
{},1,[],,,,{},[],Let $f(x) = \lim_{n \to \infty} \sum_{t=0}^{n} \left(\frac{\tan \left(\frac{x}{2^{n+1}}\right) + \tan^3 \left(\frac{x}{2^{n+1}}\right)}{1 - \tan^3 \left(\frac{x}{2^{n+1}}\right)}\right)$. Then $\lim_{x \to 0} \frac{x}{(x - f(x))}$ is equal to:,0.0,Mathematics,
{},100,[0],,,,{},"[""100"", ""120"", ""110"", ""90""]","Let $x_1, x_2, \ldots, x_{10}$ be ten observations such that $\sum_{i=1}^{10}(x_i-2)=30$, $\sum_{i=1}^{10}(x_i-\beta)^2=98$, $\beta>2$, and their variance is $\frac{4}{5}$. If $\mu$ and $\sigma^2$ are respectively the mean and the variance of $2(x_1-1)+4\beta$, $2(x_2-1)+4\beta$, $\ldots$, $2(x_{10}-1)+4\beta$, then $\frac{\beta \mu}{\sigma^2}$ is equal to:",1.0,Mathematics,
{},90,[0],,,,{},"[""90"", ""84"", ""122"", ""108""]","Consider an A.P. of positive integers, whose sum of the first three terms is 54 and the sum of the first twenty terms lies between 1600 and 1800. Then its $11^{\text{th}}$ term is:",1.0,Mathematics,
{},4,[3],,,,{},"[""2"", ""3"", ""1"", ""4""]",The number of solutions of the equation $\left(\frac{9}{x}-\frac{9}{\sqrt{x}}+2\right)\left(\frac{2}{x}-\frac{7}{\sqrt{x}}+3\right)=0$ is:,1.0,Mathematics,
{},an equivalence relation,[1],,,,{},"[""both reflexive and transitive but not symmetric"", ""an equivalence relation"", ""reflexive but neither symmetric nor transitive"", ""both reflexive and symmetric but not transitive""]","Define a relation $\mathrm{R}$ on the interval $\left[0, \frac{x}{y}\right)$ by $x \mathrm{R} y$ if and only if $\sec^2 x - \tan^2 y = 1$. Then $\mathrm{R}$ is:",1.0,Mathematics,
{},192,[2],,,,{},"[""392"", ""384"", ""192"", ""96""]","Two parabolas have the same focus $(4,3)$ and their directrices are the $x$-axis and the $y$-axis, respectively. If these parabolas intersect at the points $A$ and $B$, then $(AB)^2$ is equal to:",1.0,Mathematics,
{},161,[3],,,,{},"[""173"", ""164"", ""158"", ""161""]","Let $\mathrm{P}$ be the set of seven-digit numbers with sum of their digits equal to 11. If the numbers in $\mathrm{P}$ are formed by using the digits 1, 2, and 3 only, then the number of elements in the set $P$ is:",1.0,Mathematics,
{},"$(8,26,12)$",[2],,,,{},"[""$(5,17,4)$"", ""$(2,8,5)$"", ""$(8,26,12)$"", ""$(-1,-1,1)$""]","Let $\overrightarrow{\mathrm{a}}=\hat{\imath}+2\hat{\jmath}+\hat{k}$ and $\overrightarrow{\mathrm{b}}=2\hat{\imath}+7\hat{\jmath}+3\hat{k}$. Let $\mathrm{L}_1: \overrightarrow{\mathrm{r}}=(-\hat{\imath}+2\hat{\jmath}+\hat{k})+\lambda \overrightarrow{\mathrm{a}}, \lambda \in \mathbf{R}$ and $\mathrm{L}_2: \overrightarrow{\mathrm{r}}=(\hat{\jmath}+\hat{k})+\mu \overrightarrow{\mathrm{b}}, \mu \in \mathbf{R}$ be two lines. If the line $\mathrm{L}_3$ passes through the point of intersection of $\mathrm{L}_1$ and $\mathrm{L}_2$, and is parallel to $\vec{a}+\vec{b}$, then $\mathrm{L}_3$ passes through the point:",1.0,Mathematics,
{},308,[3],,,,{},"[""462"", ""77"", ""154"", ""308""]","Let $\overrightarrow{\mathrm{a}}=2\hat{\imath}-\hat{\jmath}+3\hat{k}$, $\overrightarrow{\mathrm{b}}=3\hat{\imath}-5\hat{\jmath}+\hat{k}$ and $\overrightarrow{\mathrm{c}}$ be a vector such that $\overrightarrow{\mathrm{a}} \times \overrightarrow{\mathrm{c}}=\overrightarrow{\mathrm{c}} \times \overrightarrow{\mathrm{b}}$ and $(\vec{a}+\vec{c}) \cdot (\vec{b}+\vec{c})=168$. Then the maximum value of $|\vec{c}|^2$ is:",1.0,Mathematics,
{},$4 \log_e 3$,[1],,,,{},"[""$3 \\log_e 4$"", ""$4 \\log_e 3$"", ""$6 \\log_e 4$"", ""$2 \\log_e 3$""]",The integral $80 \int_0^{\frac{\pi}{2}} \left(\frac{\sin \theta + \cos \theta}{9 + 16 \sin 2 \theta}\right) d\theta$ is equal to:,1.0,Mathematics,
{},$\frac{24 \sqrt{6}}{5}$,[3],,,,{},"[""$\\frac{12 \\sqrt{6}}{5}$"", ""$6 \\sqrt{6}$"", ""$\\frac{18 \\sqrt{6}}{5}$"", ""$\\frac{24 \\sqrt{6}}{5}$""]","Let the ellipse $\mathbf{E}_1: \frac{x^2}{a^2} + \frac{y^2}{b^2} = 1, \mathbf{a} > \mathbf{b}$ and $\mathbf{E}_2: \frac{x^2}{A^2} + \frac{y^2}{B^2} = 1, \mathbf{A} < \mathbf{B}$ have the same eccentricity $\frac{1}{\sqrt{3}}$. Let the product of their lengths of latus rectums be $\frac{32}{\sqrt{3}}$, and the distance between the foci of $E_1$ be 4. If $E_1$ and $E_2$ meet at $A, B, C$ and $D$, then the area of the quadrilateral $ABCD$ equals:",1.0,Mathematics,
{},242,[2],,,,{},"[""288"", ""222"", ""242"", ""262""]","Let $\mathbf{A}=\left[a_{ij}\right]=\left[\begin{array}{cc} \log_5 128 & \log_4 5 \\ \log_5 8 & \log_4 25 \end{array}\right]$. If $\mathbf{A}_{ij}$ is the cofactor of $\mathbf{a}_{ij}$, $\mathbf{C}_{ij}=\sum_{k=1}^2 \mathbf{a}_{ik} \mathbf{A}_{jk}, 1 \leq i, j \leq 2$, and $\mathbf{C}=\left[\mathbf{C}_{ij}\right]$, then $8|\mathbf{C}|$ is equal to:",1.0,Mathematics,
{},7,[3],,,,{},"[""13"", ""10"", ""3"", ""7""]","Let $|z_1 - 8 - 2i| \leq 1$ and $|z_2 - 2 + 6i| \leq 2, z_1, z_2 \in \mathbf{C}$. Then the minimum value of $|z_1 - z_2|$ is:",1.0,Mathematics,
{},25,[2],,,,{},"[""20"", ""18"", ""25"", ""16""]","Let $\mathbf{L}_1: \frac{x-1}{1} = \frac{y-2}{1} = \frac{z-1}{2}$ and $\mathbf{L}_2: \frac{x+1}{1} = \frac{y-2}{2} = \frac{z}{4}$ be two lines. Let $L_3$ be a line passing through the point $(\alpha, \beta, \gamma)$ and be perpendicular to both $L_1$ and $L_2$. If $L_3$ intersects $L_1$, then $|5\alpha - 11\beta - 8\gamma|$ equals:",1.0,Mathematics,
{},1280,[0],,,,{},"[""1280"", ""1295"", ""1215"", ""1040""]","Let $M$ and $m$ respectively be the maximum and the minimum values of $\begin{vmatrix} 1 + \sin^2 x & \cos^2 x & 4 \sin 4x \\ 1 + \sin^2 x & \cos^2 x & 4 \sin 4x \\ \sin^2 x & \cos^2 x & 1 + 4 \sin 4x \end{vmatrix}, x \in \mathbf{R}$. Then $M^4 - m^4$ is equal to:",1.0,Mathematics,
{},37,[1],,,,{},"[""47"", ""37"", ""36"", ""40""]","Let $ABC$ be a triangle formed by the lines $7x - 6y + 3 = 0$, $x + 2y - 31 = 0$ and $9x - 2y - 19 = 0$. Let the point $(h, k)$ be the image of the centroid of $\triangle ABC$ in the line $3x + 6y - 53 = 0$. Then $h^2 + k^2 + hk$ is equal to:",1.0,Mathematics,
{},$\frac{5}{3}$,[3],,,,{},"[""$\\frac{4}{3}$"", ""2"", ""$\\frac{7}{3}$"", ""$\\frac{5}{3}$""]",The value of $\lim_{n \to \infty} \left( \sum_{k=1}^n \frac{k^3 + 6k^2 + 11k + 6}{(k+3)!} \right)$ is:,1.0,Mathematics,
{},2184,[0],,,,{},"[""2184"", ""2196"", ""2148"", ""2172""]","The least value of $n$ for which the number of integral terms in the Binomial expansion of $(\sqrt[3]{7} + \sqrt[3]{11})^n$ is 183, is:",1.0,Mathematics,
{},$\frac{1}{\log_e 3 - \log_e 4}$,[0],,,,{},"[""$\\frac{1}{\\log_e 3 - \\log_e 4}$"", ""$\\frac{2}{\\log_e 3 - \\log_e 4}$"", ""$\\frac{1}{\\log_e 4 - \\log_e 3}$"", ""$\\frac{-1}{\\log_e 4}$""]","Let $y = y(x)$ be the solution of the differential equation $\cos x (\log_e (\cos x))^2 dy + (\sin x - 3y \sin x \log_e (\cos x)) dx = 0, x \in \left(0, \frac{\pi}{2}\right)$. If $y\left(\frac{\pi}{4}\right) = \frac{-1}{\log_e 2}$, then $y\left(\frac{\pi}{6}\right)$ is equal to:",1.0,Mathematics,
{},$2 \sqrt{14}$,[2],,,,{},"[""$\\sqrt{14}$"", ""$3 \\sqrt{7}$"", ""$2 \\sqrt{14}$"", ""$5 \\sqrt{7}$""]","Let the line $x + y = 1$ meet the circle $x^2 + y^2 = 4$ at the points $A$ and $B$. If the line perpendicular to $AB$ and passing through the midpoint of the chord $AB$ intersects the circle at $C$ and $D$, then the area of the quadrilateral $ADBC$ is equal to:",1.0,Mathematics,
{},14,[2],,,,{},"[""16"", ""12"", ""14"", ""18""]","Let the area of the region $\{(x, y): 2y \leq x^2 + 3, y + |x| \leq 3, y \geq |x-1|\}$ be $A$. Then $6A$ is equal to:",1.0,Mathematics,
{},5,[],,,,{},[],Let $\mathbf{S} = \{x: \cos^{-1} x = \pi + \sin^{-1} x + \sin^{-1} (2x + 1)\}$. Then $\sum_{x \in \mathbf{S}} (2x - 1)^2$ is equal to,0.0,Mathematics,
{},112,[],,,,{},[],"Let $f: (0, \infty) \to \mathbf{R}$ be a twice differentiable function. If for some $a \neq 0$, $\int_0^1 f(\lambda x) d\lambda = a f(x)$, $f(1) = 1$ and $f(16) = \frac{1}{8}$, then $16 - f'\left(\frac{1}{16}\right)$ is equal to",0.0,Mathematics,
{},1405,[],,,,{},[],"The number of 6-letter words, with or without meaning, that can be formed using the letters of the word MATHS such that any letter that appears in the word must appear at least twice, is",0.0,Mathematics,
{},2,[],,,,{},[],"Let $\mathbf{S} = \{m \in \mathbf{Z}: \mathbf{A}^{m^2} + \mathbf{A}^m = 3 \mathbf{I} - \mathbf{A}^{-6}\}$, where $\mathbf{A} = \left[\begin{array}{cc} 2 & -1 \\ 1 & 0 \end{array}\right]$. Then $n(\mathbf{S})$ is equal to",0.0,Mathematics,
{},24,[],,,,{},[],Let $[t]$ be the greatest integer less than or equal to $t$. Then the least value of $p \in \mathbf{N}$ for which $\lim_{x \to 0^+} \left( x \left( \left[\frac{1}{x}\right] + \left[\frac{2}{x}\right] + \ldots + \left[\frac{p}{x}\right] \right) - x^2 \left( \left[\frac{1}{x^2}\right] + \left[\frac{2^2}{x^2}\right] + \ldots + \left[\frac{p^2}{x^2}\right] \right) \right) \geq 1$ is equal to,0.0,Mathematics,
{},157,[3],,,,{},"[""253"", ""154"", ""125"", ""157""]","Let $f(x)=\int_0^x t\left(t^2-9t+20\right) dt$, $1 \leq x \leq 5$. If the range of $f$ is $[\alpha, \beta]$, then $4(\alpha+\beta)$ equals:",1.0,Mathematics,
{},$-\sqrt{6}$,[1],,,,{},"[""$\\sqrt{6}$"", ""$-\\sqrt{6}$"", ""$-\\sqrt{3}$"", ""$\\sqrt{3}$""]","Let $\hat{a}$ be a unit vector perpendicular to the vectors $\vec{b}=\hat{i}-2\hat{j}+3\hat{k}$ and $\vec{c}=2\hat{i}+3\hat{j}-\hat{k}$, and makes an angle of $\cos^{-1}\left(-\frac{1}{3}\right)$ with the vector $\hat{i}+\hat{j}+\hat{k}$. If $\hat{a}$ makes an angle of $\frac{\pi}{3}$ with the vector $\hat{i}+\alpha\hat{j}+\hat{k}$, then the value of $\alpha$ is:",1.0,Mathematics,
{},$\frac{4-\sqrt{2}}{14}$,[3],,,,{},"[""$\\frac{\\sqrt{3}+1}{10(4+\\sqrt{3})}$"", ""$\\frac{5-\\sqrt{3}}{2\\sqrt{2}}$"", ""$\\frac{9\\sqrt{3}+3}{10(4+\\sqrt{3})}$"", ""$\\frac{4-\\sqrt{2}}{14}$""]","If for the solution curve $y=f(x)$ of the differential equation $\frac{dy}{dx}+(\tan x)y=\frac{2+\sec x}{(1+2\sec x)^2}$, $x \in \left(-\frac{\pi}{2}, \frac{\pi}{2}\right)$, $f\left(\frac{\pi}{3}\right)=\frac{\sqrt{3}}{10}$, then $f\left(\frac{\pi}{4}\right)$ is equal to:",1.0,Mathematics,
{},27,[3],,,,{},"[""25"", ""19"", ""29"", ""27""]","Let $P$ be the foot of the perpendicular from the point $(1,2,2)$ on the line $L: \frac{x-1}{1}=\frac{y+1}{-1}=\frac{z-2}{2}$. Let the line $\vec{r}=(-\hat{i}+\hat{j}-2\hat{k})+\lambda(\hat{i}-\hat{j}+\hat{k})$, $\lambda \in \mathbb{R}$, intersect the line $L$ at $Q$. Then $2(PQ)^2$ is equal to:",1.0,Mathematics,
{},224,[1],,,,{},"[""280"", ""224"", ""210"", ""168""]","Let $A=\left[a_{ij}\right]$ be a matrix of order $3 \times 3$, with $a_{ij}=(\sqrt{2})^{i+j}$. If the sum of all the elements in the third row of $A^2$ is $\alpha+\beta\sqrt{2}$, $\alpha, \beta \in \mathbb{Z}$, then $\alpha+\beta$ is equal to:",1.0,Mathematics,
{},2,[0],,,,{},"[""2"", ""$\\frac{5}{2}$"", ""$\\frac{1}{2}$"", ""$\\frac{15}{6}$""]","Let the line $x+y=1$ meet the axes of $x$ and $y$ at $A$ and $B$, respectively. A right-angled triangle $AMN$ is inscribed in the triangle $OAB$, where $O$ is the origin and the points $M$ and $N$ lie on the lines $OB$ and $AB$, respectively. If the area of the triangle $AMN$ is $\frac{4}{9}$ of the area of the triangle $OAB$ and $AN:NB=\lambda:1$, then the sum of all possible value(s) of $\lambda$ is:",1.0,Mathematics,
{},PRKAUN,[2],,,,{},"[""PRNAUK"", ""PRKANU"", ""PRKAUN"", ""PRNAKU""]","If all the words with or without meaning made using all the letters of the word 'KANPUR' are arranged as in a dictionary, then the word at $440^{\text{th}}$ position in this arrangement is:",1.0,Mathematics,
{},2139,[3],,,,{},"[""2109"", ""2129"", ""2119"", ""2139""]","If the set of all $a \in \mathbb{R}$, for which the equation $2x^2+(a-5)x+15=3a$ has no real root, is the interval $(\alpha, \beta)$, and $X=\{x \in \mathbb{Z}: \alpha < x < \beta\}$, then $\sum_{x \in X} x^2$ is equal to:",1.0,Mathematics,
{},$\frac{5}{8}$,[2],,,,{},"[""$\\frac{3}{4}$"", ""$\\frac{5}{8}$"", ""$\\frac{5}{8}$"", ""$\\frac{1}{4}$""]","Let $A=\left[a_{ij}\right]$ be a $2 \times 2$ matrix such that $a_{ij} \in \{0,1\}$ for all $i$ and $j$. Let the random variable $X$ denote the possible values of the determinant of the matrix $A$. Then, the variance of $X$ is:",1.0,Mathematics,
{},3,[2],,,,{},"[""5"", ""4"", ""3"", ""2""]","Let the function $f(x)=\left(x^2+1\right)\left|x^2-ax+2\right|+\cos|x|$ be not differentiable at the two points $x=\alpha=2$ and $x=\beta$. Then the distance of the point $(\alpha, \beta)$ from the line $12x+5y+10=0$ is equal to:",1.0,Mathematics,
{},33,[1],,,,{},"[""27"", ""33"", ""15"", ""18""]","Let the area enclosed between the curves $|y|=1-x^2$ and $x^2+y^2=1$ be $\alpha$. If $9\alpha=\beta\pi+\gamma$, $\beta, \gamma$ are integers, then the value of $|\beta-\gamma|$ equals:",1.0,Mathematics,
{},14,[3],,,,{},"[""6"", ""17"", ""9"", ""14""]","The remainder, when $7^{103}$ is divided by 23, is equal to:",1.0,Mathematics,
{},58,[0],,,,{},"[""58"", ""46"", ""37"", ""72""]","If $\alpha x+\beta y=109$ is the equation of the chord of the ellipse $\frac{x^2}{9}+\frac{y^2}{4}=1$, whose midpoint is $\left(\frac{5}{2}, \frac{1}{2}\right)$, then $\alpha+\beta$ is equal to:",1.0,Mathematics,
